,id,item,category_id,category,round,listnum
47,7,Apple,4,grocery,2,1
48,7,orange,4,grocery,2,1
49,7,carrot,4,grocery,2,1
50,7,broccoli,4,grocery,2,1
51,7,chicken,4,grocery,2,1
52,7,jelly,4,grocery,2,1
53,7,beans,4,grocery,2,1
54,7,Orange,4,grocery,2,1
55,7,clementine,4,grocery,2,1
56,7,pineapple,4,grocery,2,1
57,7,plum,4,grocery,2,1
58,7,blueberry,4,grocery,2,1
59,7,strawberry,4,grocery,2,1
60,7,grapefruit,4,grocery,2,1
61,7,plum,4,grocery,2,1
62,7,Chicken taquitos,4,grocery,2,1
63,7,root beer,4,grocery,2,1
64,7,Soup,4,grocery,2,1
65,7,Bubbly water,4,grocery,2,1
143,7,Apple,4,grocery,4,2
144,7,carrot,4,grocery,4,2
145,7,pineapple,4,grocery,4,2
146,7,grape,4,grocery,4,2
147,7,chicken,4,grocery,4,2
148,7,grapefruit,4,grocery,4,2
149,7,apple,4,grocery,4,2
150,7,pizza,4,grocery,4,2
151,7,spaghetti,4,grocery,4,2
152,7,chicken taquitos,4,grocery,4,2
153,7,cabbage,4,grocery,4,2
154,7,spinach,4,grocery,4,2
155,7,carrot,4,grocery,4,2
156,7,carrot pizza,4,grocery,4,2
157,7,Watermelon,4,grocery,4,2
158,7,blackberry,4,grocery,4,2
159,7,blueberry,4,grocery,4,2
160,7,raspberry,4,grocery,4,2
161,7,pineapple,4,grocery,4,2
25,8,Lettuce,4,grocery,1,3
26,8,Pom poms,4,grocery,1,3
27,8,poms,4,grocery,1,3
28,8,Puzzle pieces,4,grocery,1,3
29,8,salad,4,grocery,1,3
30,8,Halloween stuff,4,grocery,1,3
31,8,Groceries,4,grocery,1,3
32,8,paper,4,grocery,1,3
33,8,pump,4,grocery,1,3
60,8,pickles,4,grocery,3,4
61,8,Fish,4,grocery,3,4
62,8,Chicken,4,grocery,3,4
63,8,nuggets,4,grocery,3,4
64,8,French fries,4,grocery,3,4
65,8,Apples,4,grocery,3,4
66,8,juice,4,grocery,3,4
67,8,Goldfish,4,grocery,3,4
68,8,Toys,4,grocery,3,4
69,8,Costumes,4,grocery,3,4
70,8,Groceries,4,grocery,3,4
71,8,Salad,4,grocery,3,4
72,8,Fish,4,grocery,3,4
73,8,Turkey,4,grocery,3,4
74,8,Salmon,4,grocery,3,4
75,8,Beads,4,grocery,3,4
76,8,Counters,4,grocery,3,4
18,9,Fruit,4,grocery,1,5
19,9,strawberries,4,grocery,1,5
20,9,Mango,4,grocery,1,5
21,9,Coconut,4,grocery,1,5
22,9,cookies,4,grocery,1,5
23,9,Cake,4,grocery,1,5
24,9,hat,4,grocery,1,5
25,9,Yeah,4,grocery,1,5
26,9,chips,4,grocery,1,5
27,9,pears,4,grocery,1,5
28,9,Pears,4,grocery,1,5
29,9,Kiwi,4,grocery,1,5
62,9,Popcorn,4,grocery,3,6
63,9,Hat,4,grocery,3,6
64,9,Mango,4,grocery,3,6
65,9,Kiwi,4,grocery,3,6
66,9,Blueberries,4,grocery,3,6
67,9,Coconut,4,grocery,3,6
68,9,chips,4,grocery,3,6
69,9,cookies,4,grocery,3,6
70,9,Gingerbread,4,grocery,3,6
71,9,houses,4,grocery,3,6
72,9,Yogurt,4,grocery,3,6
73,9,hat,4,grocery,3,6
74,9,hat,4,grocery,3,6
75,9,Shoes,4,grocery,3,6
76,9,Toys,4,grocery,3,6
77,9,Banana,4,grocery,3,6
78,9,Blueberry,4,grocery,3,6
79,9,Lemon,4,grocery,3,6
80,9,Lime,4,grocery,3,6
81,9,Onion,4,grocery,3,6
82,9,Tomato,4,grocery,3,6
83,9,Pumpkin,4,grocery,3,6
84,9,Pumpkin pie,4,grocery,3,6
104,9,Sheep,4,zoo,4,7
105,9,Deer,4,zoo,4,7
106,9,pig,4,zoo,4,7
107,9,swine,4,zoo,4,7
108,9,warthog,4,zoo,4,7
109,9,alligator,4,zoo,4,7
110,9,crocodile,4,zoo,4,7
111,9,monkey,4,zoo,4,7
112,9,peacock,4,zoo,4,7
113,9,parrot,4,zoo,4,7
114,9,Birdie,4,zoo,4,7
115,9,Hummingbird,4,zoo,4,7
116,9,chicken,4,zoo,4,7
117,9,panda,4,zoo,4,7
118,9,birdie,4,zoo,4,7
12,10,many things,4,grocery,1,8
13,10,Vegetable,4,grocery,1,8
14,10,meat,4,grocery,1,8
15,10,seafood,4,grocery,1,8
16,10,tuna,4,grocery,1,8
17,10,sandwich,4,grocery,1,8
18,10,butter,4,grocery,1,8
19,10,waffles,4,grocery,1,8
20,10,yogurt,4,grocery,1,8
21,10,orange,4,grocery,1,8
22,10,juice,4,grocery,1,8
23,10,Milk,4,grocery,1,8
24,10,Chicken,4,grocery,1,8
46,10,Chicken,4,grocery,3,9
47,10,Rice,4,grocery,3,9
48,10,Yogurt,4,grocery,3,9
49,10,Steak,4,grocery,3,9
50,10,pancakes,4,grocery,3,9
51,10,Waffle,4,grocery,3,9
52,10,bacon,4,grocery,3,9
53,10,Eggs,4,grocery,3,9
54,10,Cake,4,grocery,3,9
55,10,veggies,4,grocery,3,9
56,10,munchkins,4,grocery,3,9
57,10,fruit,4,grocery,3,9
58,10,paper towels,4,grocery,3,9
59,10,chicken,4,grocery,3,9
60,10,Biscuits,4,grocery,3,9
61,10,Cheese,4,grocery,3,9
0,11,Lettuce,4,grocery,1,10
1,11,Broccoli,4,grocery,1,10
2,11,Tomato,4,grocery,1,10
3,11,Strawberry,4,grocery,1,10
4,11,Bread,4,grocery,1,10
5,11,Raisin bread,4,grocery,1,10
6,11,Salmon,4,grocery,1,10
7,11,Toys,4,grocery,1,10
8,11,Hot wheel cars,4,grocery,1,10
9,11,Drinks,4,grocery,1,10
10,11,Broccoli,4,grocery,1,10
11,11,Purple juice,4,grocery,1,10
12,11,Strawberry juice,4,grocery,1,10
13,11,Milk,4,grocery,1,10
83,11,Salmon,4,grocery,3,11
84,11,clothes,4,grocery,3,11
85,11,fish,4,grocery,3,11
86,11,milk,4,grocery,3,11
87,11,yogurt,4,grocery,3,11
88,11,hot,4,grocery,3,11
89,11,chocolate,4,grocery,3,11
90,11,drinks,4,grocery,3,11
91,11,food,4,grocery,3,11
92,11,salmon,4,grocery,3,11
93,11,toys,4,grocery,3,11
94,11,hot wheel cars,4,grocery,3,11
95,11,kitchen stuff,4,grocery,3,11
96,11,bathrooms,4,grocery,3,11
97,11,showers,4,grocery,3,11
98,11,sinks,4,grocery,3,11
99,11,plants,4,grocery,3,11
100,11,car,4,grocery,3,11
101,11,toy cars,4,grocery,3,11
102,11,real cars,4,grocery,3,11
103,11,tools,4,grocery,3,11
